aircraft_id,manufacturer,model,year,engines,seats,max_weight_pounds
N1603,BOEING,767-332,1999.0,2.0,330.0,"20,000 and more"
N1604R,BOEING,767-332,1999.0,2.0,330.0,"20,000 and more"
N1605,BOEING,767-332,1999.0,2.0,330.0,"20,000 and more"
N16065,BOEING,767-332,1999.0,2.0,330.0,"20,000 and more"
N160AN,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N160SY,EMBRAER,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N161AA,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N161SY,EMBRAER,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N161UW,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N16217,BOEING,737-824,1998.0,2.0,149.0,"20,000 and more"
N16234,BOEING,737-824,1999.0,2.0,149.0,"20,000 and more"
N162AA,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N162SY,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N162UW,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N163AA,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N163SY,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N163US,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N164NN,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N164SY,EMBRAER,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N165NN,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N165SY,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N165US,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N166NN,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N166PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2.0,95.0,"20,000 and more"
N166SY,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N16701,BOEING,737-724,1998.0,2.0,149.0,"20,000 and more"
N16703,BOEING,737-724,1998.0,2.0,149.0,"20,000 and more"
N16709,BOEING,737-724,1998.0,2.0,149.0,"20,000 and more"
N16713,BOEING,737-724,1998.0,2.0,149.0,"20,000 and more"
N16732,BOEING,737-724,1999.0,2.0,149.0,"20,000 and more"
N167AN,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N167SY,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N167US,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N168SY,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N169DZ,BOEING,767-332,1998.0,2.0,330.0,"20,000 and more"
N169UW,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N17002,BOEING,787-10,2018.0,2.0,120.0,"20,000 and more"
N17015,BOEING,787-10,2023.0,2.0,120.0,"20,000 and more"
N17017,BOEING,787-10,2022.0,2.0,120.0,"20,000 and more"
N170US,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N17104,BOEING,757-224,1994.0,2.0,178.0,"20,000 and more"
N17105,BOEING,757-224,1994.0,2.0,178.0,"20,000 and more"
N17122,BOEING,757-224,1997.0,2.0,178.0,"20,000 and more"
N17126,BOEING,757-224,1998.0,2.0,178.0,"20,000 and more"
N17128,BOEING,757-224,1998.0,2.0,178.0,"20,000 and more"
N17133,BOEING,757-224,1998.0,2.0,178.0,"20,000 and more"
N17139,BOEING,757-224,2000.0,2.0,178.0,"20,000 and more"
N171DN,BOEING,767-332,1990.0,2.0,330.0,"20,000 and more"
N171DZ,BOEING,767-332,1998.0,2.0,330.0,"20,000 and more"
N171US,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N17229,BOEING,737-824,1999.0,2.0,149.0,"20,000 and more"
N17233,BOEING,737-824,1999.0,2.0,149.0,"20,000 and more"
N17244,BOEING,737-824,1999.0,2.0,149.0,"20,000 and more"
N17245,BOEING,737-824,1999.0,2.0,149.0,"20,000 and more"
N17254,BOEING,737-8,2021.0,2.0,175.0,"20,000 and more"
N17262,BOEING,737-8,2021.0,2.0,175.0,"20,000 and more"
N17264,BOEING,737-8,2021.0,2.0,175.0,"20,000 and more"
N17265,BOEING,737-8,2021.0,2.0,175.0,"20,000 and more"
N17272,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N17279,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N17285,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N17289,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17294,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17296,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N172DN,BOEING,767-332,1990.0,2.0,330.0,"20,000 and more"
N172DZ,BOEING,767-332,1998.0,2.0,330.0,"20,000 and more"
N172US,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N17300,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17301,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17302,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17303,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17306,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17309,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17310,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17311,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17312,BOEING,737-8,2019.0,2.0,175.0,"20,000 and more"
N17314,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17315,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N17316,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17317,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17320,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17321,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17322,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17326,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17328,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17329,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N17331,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N17335,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N17336,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N17337,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N17338,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N17339,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N17341,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N17344,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N17346,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N17347,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N17349,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N17355,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N17356,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N17358,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N173DZ,BOEING,767-332,1998.0,2.0,330.0,"20,000 and more"
N173US,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N174DN,BOEING,767-332,1990.0,2.0,330.0,"20,000 and more"
N174DZ,BOEING,767-332,1998.0,2.0,330.0,"20,000 and more"
N17557,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N17564,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N17565,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N17566,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N17574,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N17583,BOEING,737-9,2024.0,2.0,48.0,"20,000 and more"
N175DN,BOEING,767-332,1990.0,2.0,330.0,"20,000 and more"
N175DZ,BOEING,767-332,1999.0,2.0,330.0,"20,000 and more"
N176DZ,BOEING,767-332,1999.0,2.0,330.0,"20,000 and more"
N176PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2.0,95.0,"20,000 and more"
N176UW,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N17719,BOEING,737-724,1999.0,2.0,149.0,"20,000 and more"
N17730,BOEING,737-724,1999.0,2.0,149.0,"20,000 and more"
N17752,BOEING,737-71Q,1999.0,2.0,149.0,"20,000 and more"
N17753,BOEING,737-7V3,2002.0,2.0,149.0,"20,000 and more"
N177DN,BOEING,767-332,1991.0,2.0,330.0,"20,000 and more"
N177DZ,BOEING,767-332,1999.0,2.0,330.0,"20,000 and more"
N177XF,AIRBUS,A319-112,2006.0,2.0,100.0,"20,000 and more"
N178DN,BOEING,767-332,1991.0,2.0,330.0,"20,000 and more"
N178DZ,BOEING,767-332,2000.0,2.0,330.0,"20,000 and more"
N178US,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N17963,BOEING,787-9,2016.0,2.0,422.0,"20,000 and more"
N179DN,BOEING,767-332,1991.0,2.0,330.0,"20,000 and more"
N179UW,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N1801U,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N1802U,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N1803U,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N1804U,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N1805U,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N1806U,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N1807U,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N1808U,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N1809U,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N180DN,BOEING,767-332,1992.0,2.0,330.0,"20,000 and more"
N180US,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N1810U,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N18112,BOEING,757-224,1995.0,2.0,178.0,"20,000 and more"
N18119,BOEING,757-224,1997.0,2.0,178.0,"20,000 and more"
N1811U,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N181GJ,BOMBARDIER INC,CL-600-2D24,2008.0,2.0,95.0,"20,000 and more"
N181PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2.0,95.0,"20,000 and more"
N18220,BOEING,737-824,1998.0,2.0,149.0,"20,000 and more"
N18223,BOEING,737-824,1998.0,2.0,149.0,"20,000 and more"
N18243,BOEING,737-824,1999.0,2.0,149.0,"20,000 and more"
N182GJ,BOMBARDIER INC,CL-600-2D24,2008.0,2.0,95.0,"20,000 and more"
N182UW,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N183GJ,BOMBARDIER INC,CL-600-2D24,2008.0,2.0,95.0,"20,000 and more"
N183UW,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N184DN,BOEING,767-332,1993.0,2.0,330.0,"20,000 and more"
N184GJ,BOMBARDIER INC,CL-600-2D24,2008.0,2.0,95.0,"20,000 and more"
N184US,AIRBUS INDUSTRIE,A321-211,2002.0,2.0,199.0,"20,000 and more"
N185DN,BOEING,767-332,1995.0,2.0,330.0,"20,000 and more"
N185GJ,BOMBARDIER INC,CL-600-2D24,2008.0,2.0,95.0,"20,000 and more"
N185UW,AIRBUS INDUSTRIE,A321-211,2002.0,2.0,199.0,"20,000 and more"
N186DN,BOEING,767-332,1995.0,2.0,330.0,"20,000 and more"
N186GJ,BOMBARDIER INC,CL-600-2D24,2008.0,2.0,95.0,"20,000 and more"
N186PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2.0,95.0,"20,000 and more"
N186US,AIRBUS,A321-211,2002.0,2.0,199.0,"20,000 and more"
N187DN,BOEING,767-332,1996.0,2.0,330.0,"20,000 and more"
N187GJ,BOMBARDIER INC,CL-600-2D24,2008.0,2.0,95.0,"20,000 and more"
N187US,AIRBUS,A321-211,2002.0,2.0,199.0,"20,000 and more"
N188DN,BOEING,767-332,1996.0,2.0,330.0,"20,000 and more"
N188US,AIRBUS,A321-211,2002.0,2.0,199.0,"20,000 and more"
N189DN,BOEING,767-332,1997.0,2.0,330.0,"20,000 and more"
N189UW,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N190DN,BOEING,767-332,1997.0,2.0,330.0,"20,000 and more"
N190UW,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N19117,BOEING,757-224,1996.0,2.0,178.0,"20,000 and more"
N19130,BOEING,757-224,1998.0,2.0,178.0,"20,000 and more"
N19136,BOEING,757-224,1999.0,2.0,178.0,"20,000 and more"
N19141,BOEING,757-224,2000.0,2.0,178.0,"20,000 and more"
N191DN,BOEING,767-332,1997.0,2.0,330.0,"20,000 and more"
N191UW,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N192DN,BOEING,767-332,1997.0,2.0,330.0,"20,000 and more"
N192UW,AIRBUS INDUSTRIE,A321-211,2001.0,2.0,199.0,"20,000 and more"
N193DN,BOEING,767-332,1997.0,2.0,330.0,"20,000 and more"
N193UW,AIRBUS,A321-211,2008.0,2.0,199.0,"20,000 and more"
N194DN,BOEING,767-332,1997.0,2.0,330.0,"20,000 and more"
N195DN,BOEING,767-332,1997.0,2.0,330.0,"20,000 and more"
N195PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2.0,95.0,"20,000 and more"
N195UW,AIRBUS,A321-211,2008.0,2.0,199.0,"20,000 and more"
N196DN,BOEING,767-332,1997.0,2.0,330.0,"20,000 and more"
N196UW,AIRBUS,A321-211,2009.0,2.0,199.0,"20,000 and more"
N197DN,BOEING,767-332,1997.0,2.0,330.0,"20,000 and more"
N197PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2.0,95.0,"20,000 and more"
N197UW,AIRBUS,A321-211,2009.0,2.0,199.0,"20,000 and more"
N198DN,BOEING,767-332,1998.0,2.0,330.0,"20,000 and more"
N198UW,AIRBUS,A321-211,2013.0,2.0,199.0,"20,000 and more"
N19951,BOEING,787-9,2014.0,2.0,422.0,"20,000 and more"
N19986,BOEING,787-9,2021.0,2.0,422.0,"20,000 and more"
N199DN,BOEING,767-332,1998.0,2.0,330.0,"20,000 and more"
N199UW,AIRBUS,A321-211,2013.0,2.0,199.0,"20,000 and more"
N200NV,BOEING,737-800,2016.0,2.0,175.0,"20,000 and more"
N200PQ,BOMBARDIER INC,CL-600-2D24,2008.0,2.0,95.0,"20,000 and more"
N200SY,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N201JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N2027J,AIRBUS,A321-271NX,2019.0,2.0,246.0,"20,000 and more"
N2029J,AIRBUS,A321-271NX,2019.0,2.0,246.0,"20,000 and more"
N202JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N202SY,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N2038J,AIRBUS,A321-271NX,2019.0,2.0,246.0,"20,000 and more"
N2039J,AIRBUS,A321-271NX,2020.0,2.0,246.0,"20,000 and more"
N203JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N203SY,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N2043J,AIRBUS,A321-271NX,2020.0,2.0,246.0,"20,000 and more"
N2044J,AIRBUS,A321-271NX,2020.0,2.0,246.0,"20,000 and more"
N2047J,AIRBUS,A321-271NX,2020.0,2.0,246.0,"20,000 and more"
N204JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N204NN,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N204SY,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N204UA,BOEING,777-222,1999.0,2.0,400.0,"20,000 and more"
N205JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N205SY,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N206JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N206SY,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N206UA,BOEING,777-222,1999.0,2.0,400.0,"20,000 and more"
N207JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N207SY,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N2084J,AIRBUS,A321-271NX,2020.0,2.0,246.0,"20,000 and more"
N2086J,AIRBUS,A321-271NX,2020.0,2.0,246.0,"20,000 and more"
N208AN,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N208JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N208SY,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N209JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N209NN,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N209SY,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N209UA,BOEING,777-222,1999.0,2.0,400.0,"20,000 and more"
N2105J,AIRBUS,A321-271NX,2021.0,2.0,246.0,"20,000 and more"
N210JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N210UA,BOEING,777-222,2000.0,2.0,400.0,"20,000 and more"
N210WN,BOEING,737-7H4,2005.0,2.0,143.0,"20,000 and more"
N21108,BOEING,757-224,1994.0,2.0,178.0,"20,000 and more"
N211JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N211SY,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N211UA,BOEING,777-222,2000.0,2.0,400.0,"20,000 and more"
N212JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N212NN,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N212UA,BOEING,777-222,2000.0,2.0,400.0,"20,000 and more"
N213JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N213NN,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N213SY,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N213UA,BOEING,777-222,2000.0,2.0,400.0,"20,000 and more"
N213WN,BOEING,737-7H4,2005.0,2.0,143.0,"20,000 and more"
N214AK,BOEING,737-900ER,2019.0,2.0,222.0,"20,000 and more"
N214JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N214NN,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N214UA,BOEING,777-222,2000.0,2.0,400.0,"20,000 and more"
N2151J,AIRBUS S A S,A321-271NX,2023.0,2.0,246.0,"20,000 and more"
N2156J,AIRBUS S A S,A321-271NX,2023.0,2.0,246.0,"20,000 and more"
N2157J,AIRBUS S A S,A321-271NX,2023.0,2.0,246.0,"20,000 and more"
N215AK,BOEING,737-900ER,2019.0,2.0,222.0,"20,000 and more"
N215JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2009.0,2.0,80.0,"20,000 and more"
N215NN,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N215UA,BOEING,777-222,2000.0,2.0,400.0,"20,000 and more"
N2165J,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N2169J,AIRBUS,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N216JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2009.0,2.0,80.0,"20,000 and more"
N216UA,BOEING,777-222,2000.0,2.0,400.0,"20,000 and more"
N21723,BOEING,737-724,1999.0,2.0,149.0,"20,000 and more"
N217JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2007.0,2.0,80.0,"20,000 and more"
N217NN,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N217UA,BOEING,777-222,2000.0,2.0,400.0,"20,000 and more"
N2180J,AIRBUS,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N2188J,AIRBUS,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N218JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2007.0,2.0,80.0,"20,000 and more"
N218UA,BOEING,777-222,2001.0,2.0,400.0,"20,000 and more"
N2193J,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N219UA,BOEING,777-222,2001.0,2.0,400.0,"20,000 and more"
N219YX,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2007.0,2.0,80.0,"20,000 and more"
N220JQ,EMBRAER,ERJ 170-200 LR,2007.0,2.0,88.0,"20,000 and more"
N220NN,EMBRAER,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N220UA,BOEING,777-222,2001.0,2.0,400.0,"20,000 and more"
N221JQ,EMBRAER,ERJ 170-200 LR,2007.0,2.0,88.0,"20,000 and more"
N221UA,BOEING,777-222,2001.0,2.0,400.0,"20,000 and more"
N222JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2007.0,2.0,80.0,"20,000 and more"
N222UA,BOEING,777-222,2001.0,2.0,400.0,"20,000 and more"
N223JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N223UA,BOEING,777-222,2001.0,2.0,400.0,"20,000 and more"
N2243U,BOEING,777-300ER,2017.0,2.0,552.0,"20,000 and more"
N224AK,BOEING,737-990ER,2016.0,2.0,222.0,"20,000 and more"
N224JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N224UA,BOEING,777-222,2001.0,2.0,400.0,"20,000 and more"
N225JQ,EMBRAER,ERJ 170-200 LR,2008.0,2.0,88.0,"20,000 and more"
N225NN,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N225UA,BOEING,777-222,2001.0,2.0,400.0,"20,000 and more"
N226JQ,EMBRAER,ERJ 170-200 LR,2008.0,2.0,88.0,"20,000 and more"
N226UA,BOEING,777-222,2002.0,2.0,400.0,"20,000 and more"
N227JQ,EMBRAER,ERJ 170-200 LR,2008.0,2.0,88.0,"20,000 and more"
N227NN,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N227UA,BOEING,777-222,2002.0,2.0,400.0,"20,000 and more"
N228FR,AIRBUS,A320-214,2013.0,2.0,182.0,"20,000 and more"
N228JQ,EMBRAER,ERJ 170-200 LR,2008.0,2.0,88.0,"20,000 and more"
N228NN,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N228PQ,BOMBARDIER INC,CL-600-2D24,2009.0,2.0,95.0,"20,000 and more"
N228UA,BOEING,777-222,2002.0,2.0,400.0,"20,000 and more"
N229FR,AIRBUS,A320-214,2013.0,2.0,182.0,"20,000 and more"
N229JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N229UA,BOEING,777-222,2002.0,2.0,400.0,"20,000 and more"
N230FR,AIRBUS,A320-214,2015.0,2.0,182.0,"20,000 and more"
N230JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N230NN,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N230WN,BOEING,737-7H4,2006.0,2.0,143.0,"20,000 and more"
N231AN,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N231JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N231WN,BOEING,737-7H4,2006.0,2.0,143.0,"20,000 and more"
N232FR,AIRBUS,A320-214,2015.0,2.0,182.0,"20,000 and more"
N232JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N232NN,EMBRAER,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N232PQ,BOMBARDIER INC,CL-600-2D24,2009.0,2.0,95.0,"20,000 and more"
N2332U,BOEING,777-300ER,2016.0,2.0,552.0,"20,000 and more"
N233FR,AIRBUS,A320-214,2016.0,2.0,182.0,"20,000 and more"
N233JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N233NN,EMBRAER,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N234JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N235FR,AIRBUS,A320-214,2016.0,2.0,182.0,"20,000 and more"
N235JQ,EMBRAER,ERJ 170-200 LR,2008.0,2.0,88.0,"20,000 and more"
N236AK,BOEING,737-990ER,2016.0,2.0,222.0,"20,000 and more"
N236FR,AIRBUS,A320-214,2016.0,2.0,182.0,"20,000 and more"
N236JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N23707,BOEING,737-724,1998.0,2.0,149.0,"20,000 and more"
N23708,BOEING,737-724,1998.0,2.0,149.0,"20,000 and more"
N23721,BOEING,737-724,1999.0,2.0,149.0,"20,000 and more"
N237AK,BOEING,737-990ER,2016.0,2.0,222.0,"20,000 and more"
N237JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N237WN,BOEING,737-7H4,2006.0,2.0,143.0,"20,000 and more"
N238AK,BOEING,737-990ER,2016.0,2.0,222.0,"20,000 and more"
N238FR,AIRBUS,A320-214,2016.0,2.0,182.0,"20,000 and more"
N238JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008.0,2.0,80.0,"20,000 and more"
N238WN,BOEING,737-7H4,2005.0,2.0,143.0,"20,000 and more"
N23983,BOEING,787-9,2020.0,2.0,422.0,"20,000 and more"
